State,County,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,COVID Deaths (Normalized by Population),COVID Cases (Normalized by Population)
South Carolina,Charleston,0.8624223540000001,0.133875046,0.002776674,0.000925926,0.0,0.0,8.021273389303996e-05,0.010425224717189345
South Carolina,Edgefield,0.874021759,0.123003966,0.00201366,0.000960615,0.0,0.0,0.00011005135730007337,0.003044754218635363
South Carolina,Greenville,0.717476358,0.278421539,0.003191357,0.000910747,0.0,0.0,0.00015853551386517224,0.009775719999541584
South Carolina,Lexington,0.814917744,0.182787819,0.001373626,0.00092081,0.0,0.0,0.00016736401673640169,0.00723347280334728
South Carolina,Richland,0.7804800759999999,0.214959952,0.003649225,0.000910747,0.0,0.0,0.00020204012420657158,0.008735830132360334
South Dakota,Custer,0.92452767,0.073181678,0.001831516,0.000459137,0.0,0.0,0.0,0.0010031208203299152
South Dakota,Pennington,0.782299575,0.210832119,0.006411685,0.000456621,0.0,0.0,0.00014062843331136014,0.004596791913865085
Tennessee,Blount,0.8057808740000001,0.18965788600000005,0.003650493,0.000910747,0.0,0.0,2.2541476316422214e-05,0.0014125991824957922
Tennessee,Davidson,0.6544863639999999,0.3377573170000001,0.007299698,0.000456621,0.0,0.0,0.00016423105292273649,0.014073448736861515
Tennessee,Hamilton,0.725633854,0.268845937,0.004941505,0.000578704,0.0,0.0,8.156518145534035e-05,0.006884101314830725
Tennessee,Knox,0.7064205170000001,0.289477373,0.00273599,0.00136612,0.0,0.0,1.0631217933588907e-05,0.0020879712021568612
Tennessee,Loudon,0.80995614,0.18303105600000005,0.005822328000000001,0.001190476,0.0,0.0,1.849522823111637e-05,0.004901235481245839
