County,State,Land Area
"Carbon, PA",Pennsylvania,381.46
"Centre, PA",Pennsylvania,1109.92
"Chester, PA",Pennsylvania,750.51
"Clarion, PA",Pennsylvania,600.83
"Clearfield, PA",Pennsylvania,1144.72
"Clinton, PA",Pennsylvania,887.98
"Columbia, PA",Pennsylvania,483.11
"Crawford, PA",Pennsylvania,1012.3
"Cumberland, PA",Pennsylvania,545.46
"Dauphin, PA",Pennsylvania,525.05
"Delaware, PA",Pennsylvania,183.84
"Elk, PA",Pennsylvania,827.36
"Erie, PA",Pennsylvania,799.15
"Fayette, PA",Pennsylvania,790.34
"Forest, PA",Pennsylvania,427.19
"Franklin, PA",Pennsylvania,772.22
"Fulton, PA",Pennsylvania,437.55
"Greene, PA",Pennsylvania,575.95
"Huntingdon, PA",Pennsylvania,874.64
"Indiana, PA",Pennsylvania,827.03
"Jefferson, PA",Pennsylvania,652.43
"Juniata, PA",Pennsylvania,391.35
"Lackawanna, PA",Pennsylvania,459.08
"Lancaster, PA",Pennsylvania,943.81
"Lawrence, PA",Pennsylvania,358.18
"Lebanon, PA",Pennsylvania,361.83
"Lehigh, PA",Pennsylvania,345.17
"Luzerne, PA",Pennsylvania,890.33
"Lycoming, PA",Pennsylvania,1228.59
"McKean, PA",Pennsylvania,979.2
"Mercer, PA",Pennsylvania,672.58
"Mifflin, PA",Pennsylvania,411.03
"Monroe, PA",Pennsylvania,608.29
"Montgomery, PA",Pennsylvania,483.04
"Montour, PA",Pennsylvania,130.24
"Northampton, PA",Pennsylvania,369.67
"Northumberland, PA",Pennsylvania,458.37
"Perry, PA",Pennsylvania,551.45
"Philadelphia, PA",Pennsylvania,134.1
"Pike, PA",Pennsylvania,544.96
"Potter, PA",Pennsylvania,1081.32
"Schuylkill, PA",Pennsylvania,778.63
"Snyder, PA",Pennsylvania,328.71
"Somerset, PA",Pennsylvania,1074.37
"Sullivan, PA",Pennsylvania,449.94
"Susquehanna, PA",Pennsylvania,823.44
"Tioga, PA",Pennsylvania,1133.79
"Union, PA",Pennsylvania,315.98
"Venango, PA",Pennsylvania,674.28
"Warren, PA",Pennsylvania,884.14
"Washington, PA",Pennsylvania,856.99
"Wayne, PA",Pennsylvania,725.6
"Westmoreland, PA",Pennsylvania,1027.55
"Wyoming, PA",Pennsylvania,397.32
"York, PA",Pennsylvania,904.18
"Bristol, RI",Rhode Island,24.16
"Kent, RI",Rhode Island,168.53
"Newport, RI",Rhode Island,102.39
"Providence, RI",Rhode Island,409.5
"Washington, RI",Rhode Island,329.24
"Abbeville, SC",South Carolina,490.48
"Aiken, SC",South Carolina,1071.03
"Allendale, SC",South Carolina,408.09
"Anderson, SC",South Carolina,715.43
"Bamberg, SC",South Carolina,393.37
"Barnwell, SC",South Carolina,548.39
"Beaufort, SC",South Carolina,576.28
"Berkeley, SC",South Carolina,1098.86
"Calhoun, SC",South Carolina,381.15
"Charleston, SC",South Carolina,916.09
"Cherokee, SC",South Carolina,392.66
"Chester, SC",South Carolina,580.66
"Chesterfield, SC",South Carolina,799.08
"Clarendon, SC",South Carolina,606.94
"Colleton, SC",South Carolina,1056.49
"Darlington, SC",South Carolina,561.15
"Dillon, SC",South Carolina,404.87
"Dorchester, SC",South Carolina,573.23
"Edgefield, SC",South Carolina,500.41
"Fairfield, SC",South Carolina,686.28
"Florence, SC",South Carolina,799.96
"Georgetown, SC",South Carolina,813.55
"Greenville, SC",South Carolina,785.12
"Greenwood, SC",South Carolina,454.73
"Hampton, SC",South Carolina,559.9
"Horry, SC",South Carolina,1133.9
"Jasper, SC",South Carolina,655.32
"Kershaw, SC",South Carolina,726.56
"Lancaster, SC",South Carolina,549.16
"Laurens, SC",South Carolina,713.8
"Lee, SC",South Carolina,410.18
"Lexington, SC",South Carolina,698.91
"McCormick, SC",South Carolina,359.13
"Marion, SC",South Carolina,489.23
"Marlboro, SC",South Carolina,479.67
"Newberry, SC",South Carolina,630.04
"Oconee, SC",South Carolina,626.33
"Orangeburg, SC",South Carolina,1106.1
"Pickens, SC",South Carolina,496.41
"Richland, SC",South Carolina,757.07
"Saluda, SC",South Carolina,452.78
"Spartanburg, SC",South Carolina,807.93
"Sumter, SC",South Carolina,665.07
"Union, SC",South Carolina,514.17
"Williamsburg, SC",South Carolina,934.16
"York, SC",South Carolina,680.6
"Aurora, SD",South Dakota,708.43
"Beadle, SD",South Dakota,1258.71
"Bennett, SD",South Dakota,1184.71
"Bon Homme, SD",South Dakota,563.7
"Brookings, SD",South Dakota,792.21
"Brown, SD",South Dakota,1712.98
"Brule, SD",South Dakota,817.24
"Buffalo, SD",South Dakota,471.38
"Butte, SD",South Dakota,2249.9
"Campbell, SD",South Dakota,733.68
"Charles Mix, SD",South Dakota,1097.49
"Clark, SD",South Dakota,957.6
"Clay, SD",South Dakota,412.19
"Codington, SD",South Dakota,688.5
"Corson, SD",South Dakota,2469.69
"Custer, SD",South Dakota,1557
"Davison, SD",South Dakota,435.56
"Day, SD",South Dakota,1027.87
"Deuel, SD",South Dakota,622.69
"Dewey, SD",South Dakota,2302.49
"Douglas, SD",South Dakota,431.8
"Edmunds, SD",South Dakota,1125.96
"Fall River, SD",South Dakota,1739.92
"Faulk, SD",South Dakota,981.75
"Grant, SD",South Dakota,681.46
"Gregory, SD",South Dakota,1014.96
"Haakon, SD",South Dakota,1810.53
"Hamlin, SD",South Dakota,507.23
"Hand, SD",South Dakota,1436.61
"Hanson, SD",South Dakota,434.51
"Harding, SD",South Dakota,2671.38
"Hughes, SD",South Dakota,741.56
"Hutchinson, SD",South Dakota,812.9
"Hyde, SD",South Dakota,860.52
"Jackson, SD",South Dakota,1863.91
"Jerauld, SD",South Dakota,526.23
"Jones, SD",South Dakota,969.68
"Kingsbury, SD",South Dakota,832.24
"Lake, SD",South Dakota,563.28
"Lawrence, SD",South Dakota,800.04
"Lincoln, SD",South Dakota,577.28
"Lyman, SD",South Dakota,1641.94
"McCook, SD",South Dakota,574.2
"McPherson, SD",South Dakota,1136.64
"Marshall, SD",South Dakota,838.07
"Meade, SD",South Dakota,3470.98
"Mellette, SD",South Dakota,1307.31
"Miner, SD",South Dakota,570.31
"Minnehaha, SD",South Dakota,807.15
"Moody, SD",South Dakota,519.39
"Pennington, SD",South Dakota,2776.55
"Perkins, SD",South Dakota,2870.48
"Potter, SD",South Dakota,861.14
"Roberts, SD",South Dakota,1101.04
"Sanborn, SD",South Dakota,569.32
"Shannon, SD",South Dakota,2093.9
"Spink, SD",South Dakota,1503.93
"Stanley, SD",South Dakota,1444.43
"Sully, SD",South Dakota,1006.82
"Todd, SD",South Dakota,1388.56
"Tripp, SD",South Dakota,1612.45
"Turner, SD",South Dakota,617.06
"Union, SD",South Dakota,460.54
"Walworth, SD",South Dakota,708.63
"Yankton, SD",South Dakota,521.16
"Ziebach, SD",South Dakota,1961.27
"Anderson, TN",Tennessee,337.16
"Bedford, TN",Tennessee,473.64
"Benton, TN",Tennessee,394.14
"Bledsoe, TN",Tennessee,406.43
"Blount, TN",Tennessee,558.71
"Bradley, TN",Tennessee,328.76
"Campbell, TN",Tennessee,480.19
"Cannon, TN",Tennessee,265.64
"Carroll, TN",Tennessee,599.25
"Carter, TN",Tennessee,341.2
"Cheatham, TN",Tennessee,302.44
"Chester, TN",Tennessee,285.74
"Claiborne, TN",Tennessee,434.58
"Clay, TN",Tennessee,236.54
"Cocke, TN",Tennessee,434.57
"Coffee, TN",Tennessee,428.96
"Crockett, TN",Tennessee,265.54
"Cumberland, TN",Tennessee,681.03
"Davidson, TN",Tennessee,504.03
"Decatur, TN",Tennessee,333.85
"DeKalb, TN",Tennessee,304.35
"Dickson, TN",Tennessee,489.9
"Dyer, TN",Tennessee,512.33
"Fayette, TN",Tennessee,704.79
"Fentress, TN",Tennessee,498.61
"Franklin, TN",Tennessee,554.54
"Gibson, TN",Tennessee,602.74
"Giles, TN",Tennessee,610.93
"Grainger, TN",Tennessee,280.6
"Greene, TN",Tennessee,622.17
"Grundy, TN",Tennessee,360.53
"Hamblen, TN",Tennessee,161.18
"Hamilton, TN",Tennessee,542.43
"Hancock, TN",Tennessee,222.34
"Hardeman, TN",Tennessee,667.77
"Hardin, TN",Tennessee,577.32
"Hawkins, TN",Tennessee,486.98
"Haywood, TN",Tennessee,533.11
"Henderson, TN",Tennessee,520.07
"Henry, TN",Tennessee,562.1
"Hickman, TN",Tennessee,612.5
"Houston, TN",Tennessee,200.29
"Humphreys, TN",Tennessee,530.98
"Jackson, TN",Tennessee,308.32
"Jefferson, TN",Tennessee,274.08
"Johnson, TN",Tennessee,298.48
"Knox, TN",Tennessee,508.22
"Lake, TN",Tennessee,165.78
"Lauderdale, TN",Tennessee,471.99
"Lawrence, TN",Tennessee,617.13
"Lewis, TN",Tennessee,282.09
"Lincoln, TN",Tennessee,570.34
"Loudon, TN",Tennessee,229.22
"McMinn, TN",Tennessee,430.13
"McNairy, TN",Tennessee,562.86
"Macon, TN",Tennessee,307.14
"Madison, TN",Tennessee,557.12
"Marion, TN",Tennessee,498.16
"Marshall, TN",Tennessee,375.46
"Maury, TN",Tennessee,613.14
"Meigs, TN",Tennessee,195.12
"Monroe, TN",Tennessee,635.57
"Montgomery, TN",Tennessee,539.18
"Moore, TN",Tennessee,129.22
"Morgan, TN",Tennessee,522.18
"Obion, TN",Tennessee,544.73
"Overton, TN",Tennessee,433.48
"Perry, TN",Tennessee,414.73
"Pickett, TN",Tennessee,162.98
"Polk, TN",Tennessee,434.68
"Putnam, TN",Tennessee,401.1
"Rhea, TN",Tennessee,315.38
"Roane, TN",Tennessee,360.71
"Robertson, TN",Tennessee,476.29
"Rutherford, TN",Tennessee,619.36
"Scott, TN",Tennessee,532.3
"Sequatchie, TN",Tennessee,265.86
"Sevier, TN",Tennessee,592.5
"Shelby, TN",Tennessee,763.17
"Smith, TN",Tennessee,314.29
"Stewart, TN",Tennessee,459.33
"Sullivan, TN",Tennessee,413.36
"Sumner, TN",Tennessee,529.45
"Tipton, TN",Tennessee,458.37
"Trousdale, TN",Tennessee,114.19
"Unicoi, TN",Tennessee,186.17
"Union, TN",Tennessee,223.55
"Van Buren, TN",Tennessee,273.42
"Warren, TN",Tennessee,432.68
"Washington, TN",Tennessee,326.47
"Wayne, TN",Tennessee,734.1
"Weakley, TN",Tennessee,580.36
"White, TN",Tennessee,376.67
"Williamson, TN",Tennessee,582.6
"Wilson, TN",Tennessee,570.83
"Anderson, TX",Texas,1062.6
"Andrews, TX",Texas,1500.71
"Angelina, TX",Texas,797.78
"Aransas, TX",Texas,252.07
"Archer, TX",Texas,903.11
"Armstrong, TX",Texas,909.11
"Atascosa, TX",Texas,1219.54
"Austin, TX",Texas,646.51
"Bailey, TX",Texas,826.8
"Bandera, TX",Texas,790.96
"Bastrop, TX",Texas,888.15
"Baylor, TX",Texas,867.48
"Bee, TX",Texas,880.24
"Bell, TX",Texas,1051.02
"Bexar, TX",Texas,1239.82
"Blanco, TX",Texas,709.25
"Borden, TX",Texas,897.44
"Bosque, TX",Texas,982.98
"Bowie, TX",Texas,885.01
"Brazoria, TX",Texas,1357.7
"Brazos, TX",Texas,585.45
"Brewster, TX",Texas,6183.73
"Briscoe, TX",Texas,900
"Brooks, TX",Texas,943.36
"Brown, TX",Texas,944.43
"Burleson, TX",Texas,659.03
"Burnet, TX",Texas,994.26
"Caldwell, TX",Texas,545.26
"Calhoun, TX",Texas,506.84
"Callahan, TX",Texas,899.37
"Cameron, TX",Texas,890.92
"Camp, TX",Texas,195.83
"Carson, TX",Texas,920.22
"Cass, TX",Texas,936.96
"Castro, TX",Texas,894.43
"Chambers, TX",Texas,597.14
"Cherokee, TX",Texas,1052.91
"Childress, TX",Texas,696.41
"Clay, TX",Texas,1088.72
"Cochran, TX",Texas,775.15
"Coke, TX",Texas,911.47
"Coleman, TX",Texas,1261.95
"Collin, TX",Texas,841.23
"Collingsworth, TX",Texas,918.44
"Colorado, TX",Texas,960.27
"Comal, TX",Texas,559.48
"Comanche, TX",Texas,937.75
"Concho, TX",Texas,983.8
"Cooke, TX",Texas,874.76
"Coryell, TX",Texas,1052.07
"Cottle, TX",Texas,900.56
"Crane, TX",Texas,785.07
"Crockett, TX",Texas,2807.33
"Crosby, TX",Texas,900.2
"Culberson, TX",Texas,3812.8
"Dallam, TX",Texas,1503.26
"Dallas, TX",Texas,871.28
"Dawson, TX",Texas,900.31
"Deaf Smith, TX",Texas,1496.87
"Delta, TX",Texas,256.83
"Denton, TX",Texas,878.43
"DeWitt, TX",Texas,908.98
"Dickens, TX",Texas,901.72
"Dimmit, TX",Texas,1328.88
"Donley, TX",Texas,926.89
"Duval, TX",Texas,1793.48
"Eastland, TX",Texas,926.49
"Ector, TX",Texas,897.69
"Edwards, TX",Texas,2117.86
"Ellis, TX",Texas,935.49
"El Paso, TX",Texas,1012.69
"Erath, TX",Texas,1083.07
"Falls, TX",Texas,765.48
"Fannin, TX",Texas,890.84
"Fayette, TX",Texas,950.01
"Fisher, TX",Texas,898.94
"Floyd, TX",Texas,992.14
"Foard, TX",Texas,704.4
"Fort Bend, TX",Texas,861.48
"Franklin, TX",Texas,284.39
"Freestone, TX",Texas,877.74
"Frio, TX",Texas,1133.5
"Gaines, TX",Texas,1502.38
"Galveston, TX",Texas,378.36
"Garza, TX",Texas,893.41
"Gillespie, TX",Texas,1058.21
"Glasscock, TX",Texas,900.22
"Goliad, TX",Texas,852.01
"Gonzales, TX",Texas,1066.69
"Gray, TX",Texas,925.97
"Grayson, TX",Texas,932.8
"Gregg, TX",Texas,273.3
"Grimes, TX",Texas,787.46
"Guadalupe, TX",Texas,711.3
"Hale, TX",Texas,1004.68
"Hall, TX",Texas,883.49
"Hamilton, TX",Texas,835.91
"Hansford, TX",Texas,919.81
"Hardeman, TX",Texas,695.11
"Hardin, TX",Texas,890.57
"Harris, TX",Texas,1703.48
"Harrison, TX",Texas,899.95
"Hartley, TX",Texas,1462.03
"Haskell, TX",Texas,903.13
"Hays, TX",Texas,677.98
"Hemphill, TX",Texas,906.29
"Henderson, TX",Texas,873.75
"Hidalgo, TX",Texas,1570.87
"Hill, TX",Texas,958.86
"Hockley, TX",Texas,908.39
"Hood, TX",Texas,420.64
"Hopkins, TX",Texas,767.17
"Houston, TX",Texas,1230.91
"Howard, TX",Texas,900.79
"Hudspeth, TX",Texas,4570.98
"Hunt, TX",Texas,840.32
"Hutchinson, TX",Texas,887.42
"Irion, TX",Texas,1051.56
"Jack, TX",Texas,910.66
"Jackson, TX",Texas,829.44
"Jasper, TX",Texas,938.85
"Jeff Davis, TX",Texas,2264.56
"Jefferson, TX",Texas,876.3
"Jim Hogg, TX",Texas,1136.14
"Jim Wells, TX",Texas,864.97
"Johnson, TX",Texas,724.69
"Jones, TX",Texas,928.55
"Karnes, TX",Texas,747.56
"Kaufman, TX",Texas,780.7
"Kendall, TX",Texas,662.45
"Kenedy, TX",Texas,1458.33
"Kent, TX",Texas,902.51
"Kerr, TX",Texas,1103.32
"Kimble, TX",Texas,1250.99
"King, TX",Texas,910.87
"Kinney, TX",Texas,1360.06
"Kleberg, TX",Texas,881.31
"Knox, TX",Texas,850.62
"Lamar, TX",Texas,907.19
"Lamb, TX",Texas,1016.18
"Lampasas, TX",Texas,712.84
"La Salle, TX",Texas,1486.69
"Lavaca, TX",Texas,969.71
"Lee, TX",Texas,629.02
"Leon, TX",Texas,1073.15
"Liberty, TX",Texas,1158.42
"Limestone, TX",Texas,905.29
"Lipscomb, TX",Texas,932.18
"Live Oak, TX",Texas,1039.7
"Llano, TX",Texas,934.03
"Loving, TX",Texas,668.93
"Lubbock, TX",Texas,895.6
"Lynn, TX",Texas,891.87
"McCulloch, TX",Texas,1065.6
"McLennan, TX",Texas,1037.1
"McMullen, TX",Texas,1139.43
"Madison, TX",Texas,466.07
"Marion, TX",Texas,380.88
"Martin, TX",Texas,914.94
"Mason, TX",Texas,928.8
"Matagorda, TX",Texas,1100.28
"Maverick, TX",Texas,1279.26
"Medina, TX",Texas,1325.36
"Menard, TX",Texas,902.03
"Midland, TX",Texas,900.3
"Milam, TX",Texas,1016.93
"Mills, TX",Texas,748.26
"Mitchell, TX",Texas,911.09
"Montague, TX",Texas,930.91
"Montgomery, TX",Texas,1041.74
"Moore, TX",Texas,899.69
"Morris, TX",Texas,251.99
"Motley, TX",Texas,989.56
"Nacogdoches, TX",Texas,946.54
"Navarro, TX",Texas,1009.63
"Newton, TX",Texas,933.68
"Nolan, TX",Texas,912
"Nueces, TX",Texas,838.48
"Ochiltree, TX",Texas,917.63
"Oldham, TX",Texas,1500.53
"Orange, TX",Texas,333.67
"Palo Pinto, TX",Texas,951.79
"Panola, TX",Texas,801.75
"Parker, TX",Texas,903.48
"Parmer, TX",Texas,880.78
"Pecos, TX",Texas,4763.85
"Polk, TX",Texas,1057.09
"Potter, TX",Texas,908.37
"Presidio, TX",Texas,3855.24
"Rains, TX",Texas,229.45
"Randall, TX",Texas,911.54
"Reagan, TX",Texas,1175.3
"Real, TX",Texas,699.2
"Red River, TX",Texas,1036.58
"Reeves, TX",Texas,2635.38
"Refugio, TX",Texas,770.44
"Roberts, TX",Texas,924.06
"Robertson, TX",Texas,855.68
"Rockwall, TX",Texas,127.04
"Runnels, TX",Texas,1050.95
"Rusk, TX",Texas,924.03
"Sabine, TX",Texas,491.39
"San Augustine, TX",Texas,530.66
"San Jacinto, TX",Texas,569.24
"San Patricio, TX",Texas,693.45
"San Saba, TX",Texas,1135.3
"Schleicher, TX",Texas,1310.63
"Scurry, TX",Texas,905.44
"Shackelford, TX",Texas,914.29
"Shelby, TX",Texas,795.58
"Sherman, TX",Texas,923.04
"Smith, TX",Texas,921.45
"Somervell, TX",Texas,186.46
"Starr, TX",Texas,1223.18
"Stephens, TX",Texas,896.72
"Sterling, TX",Texas,923.45
"Stonewall, TX",Texas,916.31
"Sutton, TX",Texas,1453.93
"Swisher, TX",Texas,890.16
"Tarrant, TX",Texas,863.61
"Taylor, TX",Texas,915.55
"Terrell, TX",Texas,2358.03
"Terry, TX",Texas,888.84
"Throckmorton, TX",Texas,912.55
"Titus, TX",Texas,406.05
"Tom Green, TX",Texas,1521.97
"Travis, TX",Texas,990.2
"Trinity, TX",Texas,693.61
"Tyler, TX",Texas,924.5
"Upshur, TX",Texas,582.95
"Upton, TX",Texas,1241.32
"Uvalde, TX",Texas,1551.95
"Val Verde, TX",Texas,3144.75
"Van Zandt, TX",Texas,842.56
"Victoria, TX",Texas,882.14
"Walker, TX",Texas,784.17
"Waller, TX",Texas,513.43
"Ward, TX",Texas,835.6
"Washington, TX",Texas,603.95
"Webb, TX",Texas,3361.48
"Wharton, TX",Texas,1086.15
"Wheeler, TX",Texas,914.52
"Wichita, TX",Texas,627.78
"Wilbarger, TX",Texas,970.84
"Willacy, TX",Texas,590.55
"Williamson, TX",Texas,1118.3
"Wilson, TX",Texas,803.73
"Winkler, TX",Texas,841.11
"Wise, TX",Texas,904.42
"Wood, TX",Texas,645.23
"Yoakum, TX",Texas,799.71
"Young, TX",Texas,914.47
"Zapata, TX",Texas,998.41
"Zavala, TX",Texas,1297.41
"Beaver, UT",Utah,2589.88
"Box Elder, UT",Utah,5745.55
"Cache, UT",Utah,1164.81
"Carbon, UT",Utah,1478.49
"Daggett, UT",Utah,696.98
"Davis, UT",Utah,298.78
"Duchesne, UT",Utah,3240.95
"Emery, UT",Utah,4462.31
"Garfield, UT",Utah,5175.12
"Grand, UT",Utah,3671.54
"Iron, UT",Utah,3296.68
"Juab, UT",Utah,3392.28
"Kane, UT",Utah,3990.23
"Millard, UT",Utah,6572.43
"Morgan, UT",Utah,609.2
"Piute, UT",Utah,757.79
"Rich, UT",Utah,1028.78
"Salt Lake, UT",Utah,742.28
"San Juan, UT",Utah,7819.99
"Sanpete, UT",Utah,1590.15
"Sevier, UT",Utah,1910.58
"Summit, UT",Utah,1871.71
"Tooele, UT",Utah,6941.35
"Uintah, UT",Utah,4479.69
"Utah, UT",Utah,2003.45
"Wasatch, UT",Utah,1175.5
"Washington, UT",Utah,2426.36
"Wayne, UT",Utah,2460.68
"Weber, UT",Utah,576.08
"Addison, VT",Vermont,766.33
"Bennington, VT",Vermont,674.98
"Caledonia, VT",Vermont,648.86
"Chittenden, VT",Vermont,536.58
"Essex, VT",Vermont,663.6
"Franklin, VT",Vermont,633.71
"Grand Isle, VT",Vermont,81.81
"Lamoille, VT",Vermont,458.8
"Orange, VT",Vermont,687.03
"Orleans, VT",Vermont,693.27
"Rutland, VT",Vermont,929.82
"Washington, VT",Vermont,687.23
"Windham, VT",Vermont,785.31
"Windsor, VT",Vermont,969.34
"Accomack, VA",Virginia,449.5
"Albemarle, VA",Virginia,720.7
"Alleghany, VA",Virginia,445.46
"Amelia, VA",Virginia,355.27
"Amherst, VA",Virginia,473.93
"Appomattox, VA",Virginia,333.49
"Arlington, VA",Virginia,25.97
"Augusta, VA",Virginia,967
"Bath, VA",Virginia,529.16
"Bedford, VA",Virginia,753.02
"Bland, VA",Virginia,357.73
"Botetourt, VA",Virginia,541.2
"Brunswick, VA",Virginia,566.17
"Buchanan, VA",Virginia,502.76
"Buckingham, VA",Virginia,579.66
"Campbell, VA",Virginia,503.87
"Caroline, VA",Virginia,527.51
"Carroll, VA",Virginia,474.69
"Charles City, VA",Virginia,182.82
"Charlotte, VA",Virginia,475.27
"Chesterfield, VA",Virginia,423.3
"Clarke, VA",Virginia,176.18
"Craig, VA",Virginia,329.53
"Culpeper, VA",Virginia,379.23
"Cumberland, VA",Virginia,297.46
"Dickenson, VA",Virginia,330.53
"Dinwiddie, VA",Virginia,503.72
"Essex, VA",Virginia,257.12
"Fairfax, VA",Virginia,390.97
"Fauquier, VA",Virginia,647.45
"Floyd, VA",Virginia,380.42
"Fluvanna, VA",Virginia,286.01
"Franklin, VA",Virginia,690.43
"Frederick, VA",Virginia,413.5
"Giles, VA",Virginia,355.78
"Gloucester, VA",Virginia,217.81
"Goochland, VA",Virginia,281.42
"Grayson, VA",Virginia,442.18
"Greene, VA",Virginia,156.25
"Greensville, VA",Virginia,295.23
"Halifax, VA",Virginia,817.84
"Hanover, VA",Virginia,468.54
"Henrico, VA",Virginia,233.7
"Henry, VA",Virginia,382.33
"Highland, VA",Virginia,415.16
"Isle of Wight, VA",Virginia,315.61
"James City, VA",Virginia,142.44
"King and Queen, VA",Virginia,315.14
"King George, VA",Virginia,179.64
"King William, VA",Virginia,273.94
"Lancaster, VA",Virginia,133.25
"Lee, VA",Virginia,435.52
"Loudoun, VA",Virginia,515.56
"Louisa, VA",Virginia,496.3
"Lunenburg, VA",Virginia,431.68
"Madison, VA",Virginia,320.68
"Mathews, VA",Virginia,85.93
"Mecklenburg, VA",Virginia,625.49
"Middlesex, VA",Virginia,130.31
"Montgomery, VA",Virginia,387.01
"Nelson, VA",Virginia,470.86
"New Kent, VA",Virginia,209.73
"Northampton, VA",Virginia,211.61
"Northumberland, VA",Virginia,191.3
"Nottoway, VA",Virginia,314.39
"Orange, VA",Virginia,340.78
"Page, VA",Virginia,310.86
"Patrick, VA",Virginia,483.1
"Pittsylvania, VA",Virginia,968.94
"Powhatan, VA",Virginia,260.22
"Prince Edward, VA",Virginia,349.96
"Prince George, VA",Virginia,265.16
"Prince William, VA",Virginia,336.4
"Pulaski, VA",Virginia,319.86
"Rappahannock, VA",Virginia,266.23
"Richmond, VA",Virginia,191.49
"Roanoke, VA",Virginia,250.52
"Rockbridge, VA",Virginia,597.56
"Rockingham, VA",Virginia,849.09
"Russell, VA",Virginia,473.82
"Scott, VA",Virginia,535.53
"Shenandoah, VA",Virginia,508.78
"Smyth, VA",Virginia,450.93
"Southampton, VA",Virginia,599.15
"Spotsylvania, VA",Virginia,401.5
"Stafford, VA",Virginia,268.96
"Surry, VA",Virginia,278.95
"Sussex, VA",Virginia,490.22
"Tazewell, VA",Virginia,518.85
"Warren, VA",Virginia,213.47
"Washington, VA",Virginia,560.98
"Westmoreland, VA",Virginia,229.38
"Wise, VA",Virginia,403.19
"Wythe, VA",Virginia,461.82
"York, VA",Virginia,104.78
"Alexandria, VA",Virginia,15.03
"Bedford, VA",Virginia,6.88
"Bristol, VA",Virginia,13.01
"Buena Vista, VA",Virginia,6.7
"Charlottesville, VA",Virginia,10.24
"Chesapeake, VA",Virginia,340.8
"Clifton Forge, VA",Virginia,0
"Colonial Heights, VA",Virginia,7.52
"Covington, VA",Virginia,5.47
"Danville, VA",Virginia,42.93
"Emporia, VA",Virginia,6.89
"Fairfax City, VA",Virginia,6.24
"Falls Church, VA",Virginia,2
"Franklin, VA",Virginia,8.21
"Fredericksburg, VA",Virginia,10.44
"Galax, VA",Virginia,8.24
"Hampton, VA",Virginia,51.41
"Harrisonburg, VA",Virginia,17.42
"Hopewell, VA",Virginia,10.28
"Lexington, VA",Virginia,2.5
"Lynchburg, VA",Virginia,49.13
"Manassas, VA",Virginia,9.88
"Manassas Park, VA",Virginia,2.53
"Martinsville, VA",Virginia,10.96
"Newport News, VA",Virginia,68.71
"Norfolk, VA",Virginia,54.12
"Norton, VA",Virginia,7.48
"Petersburg, VA",Virginia,22.93
"Poquoson, VA",Virginia,15.32
"Portsmouth, VA",Virginia,33.65
"Radford, VA",Virginia,9.87
"Richmond City, VA",Virginia,59.81
"Roanoke City, VA",Virginia,42.56
"Salem, VA",Virginia,14.44
"South Boston, VA",Virginia,0
"Staunton, VA",Virginia,19.98
"Suffolk, VA",Virginia,400.17
"Virginia Beach, VA",Virginia,249.02
"Waynesboro, VA",Virginia,15.04
"Williamsburg, VA",Virginia,9.02
"Winchester, VA",Virginia,9.23
"Adams, WA",Washington,1924.98
"Asotin, WA",Washington,636.21
"Benton, WA",Washington,1700.38
"Chelan, WA",Washington,2920.53
"Clallam, WA",Washington,1738.33
"Clark, WA",Washington,629
"Columbia, WA",Washington,868.63
"Cowlitz, WA",Washington,1140.13
"Douglas, WA",Washington,1819.26
"Ferry, WA",Washington,2203.16
"Franklin, WA",Washington,1242.17
"Garfield, WA",Washington,710.69
"Grant, WA",Washington,2679.51
"Grays Harbor, WA",Washington,1902.03
"Island, WA",Washington,208.45
"Jefferson, WA",Washington,1803.7
"King, WA",Washington,2115.57
"Kitsap, WA",Washington,394.94
"Kittitas, WA",Washington,2297.27
"Klickitat, WA",Washington,1871.31
"Lewis, WA",Washington,2402.8
"Lincoln, WA",Washington,2310.49
"Mason, WA",Washington,959.42
"Okanogan, WA",Washington,5267.98
"Pacific, WA",Washington,932.66
"Pend Oreille, WA",Washington,1399.99
"Pierce, WA",Washington,1669.51
"San Juan, WA",Washington,173.92
"Skagit, WA",Washington,1731.2
"Skamania, WA",Washington,1655.68
"Snohomish, WA",Washington,2087.27
"Spokane, WA",Washington,1763.79
"Stevens, WA",Washington,2477.77
"Thurston, WA",Washington,721.96
"Wahkiakum, WA",Washington,263.38
"Walla Walla, WA",Washington,1270.13
"Whatcom, WA",Washington,2106.86
"Whitman, WA",Washington,2159.09
"Yakima, WA",Washington,4295.4
"Barbour, WV",West Virginia,341.06
"Berkeley, WV",West Virginia,321.14
"Boone, WV",West Virginia,501.54
"Braxton, WV",West Virginia,510.81
"Brooke, WV",West Virginia,89.21
"Cabell, WV",West Virginia,281.02
"Calhoun, WV",West Virginia,279.25
"Clay, WV",West Virginia,341.9
"Doddridge, WV",West Virginia,319.72
"Fayette, WV",West Virginia,661.55
"Gilmer, WV",West Virginia,338.5
"Grant, WV",West Virginia,477.37
"Greenbrier, WV",West Virginia,1019.57
"Hampshire, WV",West Virginia,640.25
"Hancock, WV",West Virginia,82.61
"Hardy, WV",West Virginia,582.31
"Harrison, WV",West Virginia,416.01
"Jackson, WV",West Virginia,464.35
"Jefferson, WV",West Virginia,209.64
"Kanawha, WV",West Virginia,901.59
"Lewis, WV",West Virginia,384.9
