date, pm25, pm10, o3, no2, so2, co
2018/8/29, 17, 7, 25, 4, 3, 2
2018/8/30, 18, 9, 25, 4, 3, 3
2018/8/31, 27, 11, 23, 8, 2, 4
2018/9/1, 33, 7, 28, 5, 2, 3
2018/9/2, 24, 10, 27, 8, 2, 5
2018/9/3, 41, 14, 24, 6, 2, 6
2018/9/4, 45, 10, 28, 3, , 2
2018/9/5, 19, 15, 28, 5, 3, 3
2018/9/6, 27, 12, 26, 10, 2, 3
2018/9/7, 31, 9, 26, 6, 2, 3
2018/9/8, 24, 10, 26, 3, 2, 2
2018/9/9, 22, 9, 26, 6, 2, 3
2018/9/10, 21, 13, 27, 7, , 5
2018/9/11, 38, 22, 27, 6, 2, 2
2018/9/12, 36, 16, 27, 9, 2, 3
2018/9/13, 36, 7, 28, 3, 2, 2
2018/9/14, 16, 15, 29, 4, 2, 
2018/9/15, 29, 15, 25, 3, , 2
2018/9/16, 33, 15, 26, 5, 2, 3
2018/9/17, 39, 12, 25, 5, 2, 3
2018/9/18, 29, 14, 24, 6, 2, 4
2018/9/19, 33, 9, 23, 7, 2, 3
2018/9/20, 26, 7, 21, 12, 4, 4
2018/9/21, 35, 12, 20, 10, 6, 3
2018/9/22, 43, 12, 31, 6, 3, 3
2018/9/23, 40, 16, 29, 5, 2, 4
2018/9/24, 54, 19, 23, 6, 2, 4
2018/9/25, 55, 13, 23, 7, 2, 4
2018/9/26, 38, 10, 23, 5, 3, 2
2018/9/27, 27, 11, 25, 4, 3, 2
2018/9/28, 30, 15, 24, 2, 2, 2
2018/9/29, 33, 12, 20, 2, , 3
2018/9/30, 28, 11, 17, 4, 6, 3
2018/10/1, 33, 14, 17, 4, 2, 2
2018/4/2, 19, 13, 19, 7, 4, 3
2018/4/3, 24, 14, 30, 5, 7, 4
2018/4/4, 32, 20, 23, 6, 5, 3
2018/4/5, 42, 20, 24, 5, 3, 
2018/4/6, 44, 18, 32, 7, , 4
2018/4/7, 42, 19, 16, 8, , 3
2018/4/8, 49, 8, 19, 5, , 3
2018/4/9, 19, 10, 19, 2, , 2
2018/4/10, 19, 16, 18, 6, , 2
